TeamId,TeamName,SubmissionDate,Score
219561,"Tyler Jarvis","2015-09-23 17:14:55",0.76555
219561,"Tyler Jarvis","2015-09-23 17:32:21",0.79904
220359,"Chandra RV","2015-09-25 19:10:08",0.75119
85928,Horizor,"2015-09-26 10:54:57",0.80382
220636,"Ajnas Thabak","2015-09-27 11:28:29",0.62679
220636,"Ajnas Thabak","2015-09-27 11:36:10",0.76555
220636,"Ajnas Thabak","2015-09-27 13:33:47",0.77990
220636,"Ajnas Thabak","2015-09-27 14:06:44",0.78468
220636,"Ajnas Thabak","2015-09-28 11:52:05",0.79425
220636,"Ajnas Thabak","2015-09-28 13:00:25",0.81339
220359,"Chandra RV","2015-09-28 19:06:31",0.76076
221075,"Anand Kumaresh","2015-09-29 13:10:21",0.78468
221075,"Anand Kumaresh","2015-09-29 13:26:29",0.80382
220359,"Chandra RV","2015-09-29 19:40:35",0.76555
220359,"Chandra RV","2015-09-30 17:51:51",0.77990
222250,amrrs,"2015-10-03 07:57:24",0.78468
222250,amrrs,"2015-10-03 08:06:13",0.79425
141173,"Paul Pajo","2015-10-03 17:12:02",0.80382
222250,amrrs,"2015-10-04 12:24:52",0.79904
224751,JustStarted,"2015-10-09 23:45:46",0.78468
225249,"Yarygin Konstantin","2015-10-11 14:57:26",0.78468
225249,"Yarygin Konstantin","2015-10-11 15:52:19",0.80382
226784,"tanya 5","2015-10-16 05:51:49",0.76555
226784,"tanya 5","2015-10-16 05:55:19",0.78468
226784,"tanya 5","2015-10-16 08:13:53",0.80382
229861,EdgarScott,"2015-10-23 19:58:42",0.78468
229861,EdgarScott,"2015-10-23 20:34:11",0.80382
229407,ABK,"2015-10-25 08:01:07",0.78468
229407,ABK,"2015-10-26 01:11:38",0.80382
232660,ChrisJung,"2015-10-30 06:38:19",0.78468
229407,ABK,"2015-10-30 22:40:51",0.82775
232711,"VIVEK T.V.","2015-10-31 13:48:17",0.37320
232711,"VIVEK T.V.","2015-10-31 13:52:06",0.77990
232711,"VIVEK T.V.","2015-11-02 17:50:48",0.78468
232711,"VIVEK T.V.","2015-11-03 16:54:40",0.79425
234847,Scirpus,"2015-11-04 17:20:55",0.00000
234847,Scirpus,"2015-11-04 17:25:11",0.89473
235327,USUDataAnalytics,"2015-11-05 23:15:02",0.76555
235686,johannesw,"2015-11-06 22:33:49",0.77033
235686,johannesw,"2015-11-06 22:55:41",0.77990
238402,yassineameur,"2015-11-12 20:02:31",0.75119
238402,yassineameur,"2015-11-12 22:18:54",0.76555
242007,"Stuffed Animals","2015-11-22 16:16:08",0.77511
242471,"Karan Babar","2015-11-23 19:44:12",0.78468
247164,moyujian,"2015-12-02 10:17:05",0.75598
247164,moyujian,"2015-12-02 10:25:42",0.76555
247164,moyujian,"2015-12-02 10:30:44",0.77033
247164,moyujian,"2015-12-02 10:34:52",0.77990
247164,moyujian,"2015-12-02 13:09:30",0.78468
247164,moyujian,"2015-12-02 13:36:54",0.79425
203157,"Jonathan Garcia Lima","2015-12-05 22:41:46",0.72248
251675,"Bhaskar Duhoon","2015-12-10 17:19:41",0.75119
251675,"Bhaskar Duhoon","2015-12-10 17:54:56",0.76076
251675,"Bhaskar Duhoon","2015-12-11 22:49:14",0.76555
252581,siddartha,"2015-12-13 13:04:57",0.76555
252581,siddartha,"2015-12-14 14:34:43",0.78468
252581,siddartha,"2015-12-14 15:42:44",0.80382
255316,FábioReisParaísoOliveira,"2015-12-21 09:23:57",0.77990
255316,FábioReisParaísoOliveira,"2015-12-21 10:17:06",0.78468
255316,FábioReisParaísoOliveira,"2015-12-21 10:50:17",0.79425
255316,FábioReisParaísoOliveira,"2015-12-21 15:37:08",0.81818
257918,"Brendan 2","2015-12-26 02:04:32",0.76555
258301,"Kajetan Maurycy Olszewski","2015-12-27 14:53:48",0.62679
258301,"Kajetan Maurycy Olszewski","2015-12-27 15:06:22",0.76555
257918,"Brendan 2","2015-12-28 03:59:33",0.79425
259258,"Jongkuk Lim","2015-12-30 08:08:31",0.79904
260050,Lukeko,"2016-01-02 14:14:34",0.75119
168410,VTQuach,"2016-01-06 10:10:50",0.79904
262111,"Vitor Alcântara Batista","2016-01-09 17:12:43",0.69856
259258,"Jongkuk Lim","2016-01-11 06:01:35",0.80382
259258,"Jongkuk Lim","2016-01-11 11:33:30",0.80861
262964,JohnnyChiu,"2016-01-12 15:52:46",0.76555
262964,JohnnyChiu,"2016-01-12 16:25:00",0.77990
263710,"Liliana Badillo","2016-01-14 22:55:29",0.62679
264005,alexpower,"2016-01-15 23:51:55",0.76555
264227,EvgeniiNikitin,"2016-01-16 21:43:41",0.76555
264227,EvgeniiNikitin,"2016-01-16 22:24:34",0.78468
264227,EvgeniiNikitin,"2016-01-16 23:13:16",0.78947
262964,JohnnyChiu,"2016-01-17 10:04:02",0.78468
264552,TradClimber,"2016-01-17 23:46:32",0.76555
264552,TradClimber,"2016-01-18 01:43:22",0.77511
264552,TradClimber,"2016-01-18 01:59:18",0.79425
262111,"Vitor Alcântara Batista","2016-01-18 11:19:46",0.71770
262111,"Vitor Alcântara Batista","2016-01-18 11:40:24",0.75598
264552,TradClimber,"2016-01-19 13:18:13",0.81339
262111,"Vitor Alcântara Batista","2016-01-21 11:18:50",0.76555
262111,"Vitor Alcântara Batista","2016-01-21 12:21:50",0.90430
262111,"Vitor Alcântara Batista","2016-01-21 12:30:40",0.93779
266411,unease,"2016-01-22 08:53:13",0.73205
264552,TradClimber,"2016-01-24 19:22:57",0.99521
268957,Delgermurun,"2016-01-30 02:17:52",0.75119
267108,vasilisnikolaou,"2016-01-30 11:56:32",0.77511
232660,ChrisJung,"2016-02-05 01:17:42",0.79904
58190,Sinaasappel,"2016-02-07 14:07:07",0.79425
272126,"Laurentiu Nitu","2016-02-08 20:50:14",0.78468
274375,"Ahmed Emad Morsy","2016-02-10 21:46:46",0.76555
274788,Sole,"2016-02-11 15:05:41",0.76555
274788,Sole,"2016-02-11 16:33:46",0.78947
275098,LauraKaiser,"2016-02-12 04:03:17",0.76555
275098,LauraKaiser,"2016-02-12 04:12:13",0.78468
275098,LauraKaiser,"2016-02-12 04:18:31",0.80382
136415,DFridman,"2016-02-13 08:13:43",0.78947
136415,DFridman,"2016-02-13 08:58:22",0.79425
136415,DFridman,"2016-02-13 10:38:58",0.79904
275974,MeganRisdal,"2016-02-14 17:37:21",0.80382
276083,meltingclock,"2016-02-14 22:48:20",0.74641
277646,NathalyAlarcónTorrico,"2016-02-17 16:51:22",0.62679
277646,NathalyAlarcónTorrico,"2016-02-17 19:09:57",0.76555
277646,NathalyAlarcónTorrico,"2016-02-17 19:47:56",0.77990
277646,NathalyAlarcónTorrico,"2016-02-18 00:03:03",0.78468
275974,MeganRisdal,"2016-02-18 04:12:38",0.80861
232660,ChrisJung,"2016-02-18 06:37:27",0.81818
117159,"Nisi Hide","2016-02-19 00:50:54",0.77990
277646,NathalyAlarcónTorrico,"2016-02-23 15:16:19",0.79425
277646,NathalyAlarcónTorrico,"2016-02-23 15:53:29",0.81339
277646,NathalyAlarcónTorrico,"2016-02-23 23:25:54",0.81818
277646,NathalyAlarcónTorrico,"2016-02-23 23:56:46",0.82296
281419,qleroy,"2016-02-24 17:25:15",0.76555
281419,qleroy,"2016-02-24 17:26:21",0.77990
274788,Sole,"2016-02-26 15:13:28",0.79425
276083,meltingclock,"2016-02-28 23:28:12",0.75598
276083,meltingclock,"2016-02-28 23:44:35",0.76555
276083,meltingclock,"2016-02-29 08:47:31",0.77033
283707,"Arkadip Basu","2016-02-29 11:14:53",0.77990
235327,USUDataAnalytics,"2016-02-29 23:52:39",0.77033
276083,meltingclock,"2016-03-02 00:27:45",0.77990
285049,"Jared Szi","2016-03-02 21:37:13",0.62679
285049,"Jared Szi","2016-03-02 21:39:09",0.75598
285049,"Jared Szi","2016-03-02 21:58:36",0.78468
286059,algorithmica1,"2016-03-04 02:55:59",0.77990
286623,"Tinu Joy","2016-03-05 01:44:45",0.73205
286623,"Tinu Joy","2016-03-05 08:02:40",0.73684
286623,"Tinu Joy","2016-03-05 09:15:26",0.76076
272126,"Laurentiu Nitu","2016-03-07 02:55:46",0.80382
290556,TimSpencer,"2016-03-12 09:44:31",0.75119
291119,AyushRanjan,"2016-03-13 13:53:59",0.76555
290556,TimSpencer,"2016-03-16 12:52:44",0.77033
278769,"The ""Eh"" Team","2016-03-18 21:17:54",0.72727
214397,"Chaz Chen","2016-03-19 13:42:08",0.79904
294425,"André Chávez","2016-03-19 16:54:03",0.62679
294425,"André Chávez","2016-03-19 17:14:17",0.76555
294425,"André Chávez","2016-03-19 17:56:25",0.77990
276083,meltingclock,"2016-03-19 21:27:08",0.78468
278769,"The ""Eh"" Team","2016-03-21 20:35:54",0.75119
295523,"Gonzalo Ovalles","2016-03-22 05:14:47",0.78468
278769,"The ""Eh"" Team","2016-03-23 01:53:21",0.77033
295523,"Gonzalo Ovalles","2016-03-23 04:13:19",0.80382
296429,"James Cann","2016-03-23 18:52:49",0.76555
296429,"James Cann","2016-03-24 19:45:00",0.78468
278769,"The ""Eh"" Team","2016-03-24 21:14:51",0.77990
296429,"James Cann","2016-03-26 01:56:04",0.80382
294425,"André Chávez","2016-03-26 20:18:11",0.78468
267108,vasilisnikolaou,"2016-03-30 07:36:21",0.77990
198171,hidejxz,"2016-03-30 16:52:01",0.79425
144552,Justfor,"2016-03-30 22:00:46",0.88516
268957,Delgermurun,"2016-03-30 22:01:50",0.76555
278769,"The ""Eh"" Team","2016-03-31 22:12:53",0.78468
198171,hidejxz,"2016-04-02 15:23:05",0.81339
267108,vasilisnikolaou,"2016-04-03 12:01:00",0.78468
278769,"The ""Eh"" Team","2016-04-04 20:54:37",0.78947
278769,"The ""Eh"" Team","2016-04-06 21:08:18",0.79904
303333,bobby48,"2016-04-06 22:40:20",0.76555
304132,"Blair Edwards","2016-04-08 14:06:10",0.76555
304132,"Blair Edwards","2016-04-08 21:37:08",0.78468
304132,"Blair Edwards","2016-04-08 21:55:29",0.80382
305198,"Japinder Singh 2","2016-04-10 17:03:43",0.77033
305709,VU-DM-009,"2016-04-13 12:41:12",0.78468
308962,"Andrey  Vladimirovich","2016-04-15 01:05:49",0.73205
305709,VU-DM-009,"2016-04-15 21:15:09",0.78947
305709,VU-DM-009,"2016-04-15 22:42:13",0.79425
309770,"Hans H.","2016-04-16 13:34:35",0.80382
308962,"Andrey  Vladimirovich","2016-04-18 18:31:59",0.74641
308962,"Andrey  Vladimirovich","2016-04-18 19:21:07",0.75119
128570,Vladimir,"2016-04-20 07:22:48",0.80861
311415,TripFontaine,"2016-04-21 20:27:10",0.75598
311415,TripFontaine,"2016-04-21 22:01:51",0.76076
311415,TripFontaine,"2016-04-22 08:12:14",0.77511
313480,vasuvista,"2016-04-22 12:44:24",0.70813
311415,TripFontaine,"2016-04-22 21:11:38",0.77990
311415,TripFontaine,"2016-04-22 21:14:47",0.78468
314879,Mellon,"2016-04-25 01:36:18",0.75598
286059,algorithmica1,"2016-04-25 02:18:16",0.78468
311415,TripFontaine,"2016-04-25 19:43:27",0.78947
311415,TripFontaine,"2016-04-25 21:18:30",0.79904
314879,Mellon,"2016-04-28 13:39:15",0.88516
317045,"Maria Charistine","2016-04-29 07:01:40",0.62679
311415,TripFontaine,"2016-04-29 20:00:44",0.80382
319623,Ryder,"2016-05-04 03:28:34",0.75598
319623,Ryder,"2016-05-04 05:12:28",0.78947
319818,prajjwaljaiswal,"2016-05-04 10:22:53",0.76555
319818,prajjwaljaiswal,"2016-05-04 12:33:22",0.77990
321056,"joseph allen","2016-05-06 18:26:54",0.80382
322693,MrDanLans,"2016-05-10 17:45:06",0.79904
322859,"Kevin L.","2016-05-11 03:48:40",0.76555
319623,Ryder,"2016-05-11 05:20:02",0.79425
286059,algorithmica1,"2016-05-13 02:58:40",0.80861
285049,"Jared Szi","2016-05-13 22:26:42",0.79425
324567,"Sumit Singh","2016-05-14 09:58:13",0.62679
324567,"Sumit Singh","2016-05-14 11:42:29",0.76555
324567,"Sumit Singh","2016-05-14 17:25:45",0.77990
324877,mrxuehb,"2016-05-15 04:13:28",0.78468
324877,mrxuehb,"2016-05-15 04:35:30",0.79904
321987,MrKlees,"2016-05-16 02:18:03",0.65550
325601,sameerank,"2016-05-16 23:51:01",0.76555
325601,sameerank,"2016-05-17 01:28:53",0.77990
325833,Vinu,"2016-05-17 14:24:30",0.62679
325833,Vinu,"2016-05-17 14:36:23",0.76555
325833,Vinu,"2016-05-17 14:59:52",0.77990
325833,Vinu,"2016-05-17 15:15:59",0.78468
325833,Vinu,"2016-05-17 16:37:50",0.79425
325833,Vinu,"2016-05-17 17:28:26",0.81818
325765,TimHoolihan,"2016-05-17 21:11:32",0.78947
319818,prajjwaljaiswal,"2016-05-19 10:10:15",0.78947
327672,Tahar,"2016-05-21 23:52:57",0.78468
141710,"Iniyan Mdr","2016-05-22 10:07:03",0.76555
141710,"Iniyan Mdr","2016-05-22 10:57:08",0.77990
328426,DebC,"2016-05-23 22:18:13",0.78947
330473,YesSir,"2016-05-26 10:57:53",0.78468
330533,"Gughan raj","2016-05-26 13:13:07",0.56937
328426,DebC,"2016-05-26 19:08:52",0.80382
331012,nikhilt44,"2016-05-27 13:30:08",0.76555
332396,ValerioStorch,"2016-05-30 14:09:41",0.71770
332396,ValerioStorch,"2016-05-30 14:57:46",0.74162
332839,"jingyu 2","2016-06-01 01:19:46",0.68899
331012,nikhilt44,"2016-06-01 19:27:55",0.77990
330533,"Gughan raj","2016-06-03 09:53:58",0.77511
334553,RyanB,"2016-06-03 21:46:56",0.59330
335261,SergioCalderónPérez-Lozao,"2016-06-05 11:13:06",0.56937
335261,SergioCalderónPérez-Lozao,"2016-06-05 11:28:25",0.69377
335729,"Steven Luong","2016-06-06 13:06:43",0.76555
336158,manishameena,"2016-06-07 11:07:52",0.77990
336158,manishameena,"2016-06-07 13:43:21",0.79425
337198,NickFromTas,"2016-06-09 06:28:04",0.71770
335729,"Steven Luong","2016-06-09 14:13:56",0.77511
335729,"Steven Luong","2016-06-09 15:16:18",0.77990
335729,"Steven Luong","2016-06-09 15:34:01",0.78468
337542,"yoda 2","2016-06-09 18:31:33",0.62679
319818,prajjwaljaiswal,"2016-06-09 21:03:12",0.79425
337542,"yoda 2","2016-06-10 08:29:00",0.76555
336158,manishameena,"2016-06-10 10:50:00",0.81339
337542,"yoda 2","2016-06-10 16:52:59",0.77990
337542,"yoda 2","2016-06-10 17:24:04",0.78468
319818,prajjwaljaiswal,"2016-06-11 07:40:06",0.82296
338514,"char 2","2016-06-11 16:49:00",0.56937
338514,"char 2","2016-06-11 17:12:30",0.69377
338514,"char 2","2016-06-11 17:33:42",0.75598
338514,"char 2","2016-06-13 15:00:44",0.77511
339866,"Carlos H V Pinto","2016-06-14 01:49:31",0.75119
339866,"Carlos H V Pinto","2016-06-14 02:50:29",0.76555
339866,"Carlos H V Pinto","2016-06-14 02:57:50",0.78947
339866,"Carlos H V Pinto","2016-06-14 03:35:39",0.79425
340240,ML1011,"2016-06-14 21:10:01",0.75119
340240,ML1011,"2016-06-14 22:00:07",0.79904
321987,MrKlees,"2016-06-16 16:03:26",0.77033
343171,Eymen,"2016-06-22 15:05:51",0.73205
343253,Wenlu,"2016-06-22 20:38:03",0.77990
345279,"shinichi arimasu","2016-06-29 09:50:47",0.73684
